Timestamp,Product_ID,Product_Name,Category,MRP,Item_Volume_cm3,Selling_Price,Darkstore_Name,City,Pincode,Daily_Avg_Demand,Lead_Time_Days,Reorder_Point,Current_Stock_Units,Status
17/09/26 06:01,SKU_014,Product_Personal Care_14,Personal Care,33,341,33,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,57,1.77,28,37,In Stock
17/09/26 06:01,SKU_015,Product_Dairy_15,Dairy/Fresh,72,997,64,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,107,0.76,21,108,In Stock
17/09/26 06:01,SKU_016,Product_Snacks & Beverages_16,Snacks & Beverages,283,134,268,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,47,1.67,23,55,In Stock
17/09/26 06:01,SKU_017,Product_Personal Care_17,Personal Care,69,1125,59,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,75,1.47,37,50,In Stock
17/09/26 06:01,SKU_018,Product_Snacks & Beverages_18,Snacks & Beverages,73,1229,66,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,45,1.35,22,56,In Stock
17/09/26 06:01,SKU_019,Product_Snacks & Beverages_19,Snacks & Beverages,210,501,188,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,49,1.86,24,68,In Stock
17/09/26 06:01,SKU_020,Product_Staples_20,Staples,181,301,158,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,32,1.85,16,49,In Stock
17/09/26 06:01,SKU_021,Product_Staples_21,Staples,289,915,269,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,32,1.02,16,32,In Stock
17/09/26 06:01,SKU_022,Product_Dairy_22,Dairy/Fresh,234,1375,216,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,64,0.53,12,32,In Stock
17/09/26 06:01,SKU_023,Product_Dairy_23,Dairy/Fresh,232,819,221,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,103,0.59,20,115,In Stock
17/09/26 06:01,SKU_024,Product_Staples_24,Staples,72,891,64,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,68,1.42,34,36,In Stock
17/09/26 06:01,SKU_025,Product_Dairy_25,Dairy/Fresh,271,287,240,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,146,0.87,29,86,In Stock
17/09/26 06:01,SKU_026,Product_Snacks & Beverages_26,Snacks & Beverages,60,1280,53,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,21,1.31,10,24,In Stock
17/09/26 06:01,SKU_027,Product_Staples_27,Staples,84,620,74,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,55,1.94,27,34,In Stock
17/09/26 06:01,SKU_028,Product_Staples_28,Staples,155,1186,145,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,73,1.18,36,67,In Stock
17/09/26 06:01,SKU_029,Product_Staples_29,Staples,100,491,91,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,45,1.66,22,59,In Stock
17/09/26 06:01,SKU_030,Product_Staples_30,Staples,280,330,241,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,30,1.67,15,40,In Stock
17/09/26 06:01,SKU_031,Product_Snacks & Beverages_31,Snacks & Beverages,47,234,42,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,27,1.25,13,42,In Stock
17/09/26 06:01,SKU_032,Product_Staples_32,Staples,287,1029,255,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,63,1.32,31,39,In Stock
17/09/26 06:01,SKU_033,Product_Dairy_33,Dairy/Fresh,81,904,77,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,143,0.63,28,148,In Stock
17/09/26 06:01,SKU_034,Product_Staples_34,Staples,233,1060,223,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,62,1.76,31,62,In Stock
17/09/26 06:01,SKU_035,Product_Dairy_35,Dairy/Fresh,150,1128,131,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,148,0.7,29,39,In Stock
17/09/26 06:01,SKU_036,Product_Snacks & Beverages_36,Snacks & Beverages,274,497,274,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,39,1.53,19,40,In Stock
17/09/26 06:01,SKU_037,Product_Snacks & Beverages_37,Snacks & Beverages,226,1138,201,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,27,1.06,13,46,In Stock
17/09/26 06:01,SKU_038,Product_Dairy_38,Dairy/Fresh,198,963,197,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,101,0.57,20,37,In Stock
17/09/26 06:01,SKU_039,Product_Snacks & Beverages_39,Snacks & Beverages,71,1120,65,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,59,1.49,29,47,In Stock
17/09/26 06:01,SKU_040,Product_Snacks & Beverages_40,Snacks & Beverages,241,584,206,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,45,1.09,22,39,In Stock
17/09/26 06:01,SKU_041,Product_Dairy_41,Dairy/Fresh,256,1294,231,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,79,0.53,15,51,In Stock
17/09/26 06:01,SKU_042,Product_Dairy_42,Dairy/Fresh,32,1283,30,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,68,0.92,13,24,In Stock
17/09/26 07:43,SKU_001,Product_Dairy_1,Dairy/Fresh,290,1230,273,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,66,0.76,13,16,In Stock
17/09/26 07:43,SKU_002,Product_Staples_2,Staples,40,221,38,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,71,1.69,35,81,In Stock
17/09/26 07:43,SKU_003,Product_Dairy_3,Dairy/Fresh,107,1496,105,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,68,0.78,13,55,In Stock
17/09/26 07:43,SKU_004,Product_Snacks & Beverages_4,Snacks & Beverages,171,230,161,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,35,1.55,17,43,In Stock
17/09/26 07:43,SKU_005,Product_Dairy_5,Dairy/Fresh,277,443,248,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,107,0.6,21,71,In Stock
17/09/26 07:43,SKU_006,Product_Staples_6,Staples,211,1055,183,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,62,1.98,31,35,In Stock
17/09/26 07:43,SKU_007,Product_Dairy_7,Dairy/Fresh,41,352,38,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,139,0.8,27,0,Out of Stock
17/09/26 07:43,SKU_008,Product_Snacks & Beverages_8,Snacks & Beverages,68,574,60,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,35,1.03,17,0,Out of Stock
17/09/26 07:43,SKU_009,Product_Snacks & Beverages_9,Snacks & Beverages,189,799,172,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,64,1.72,32,77,In Stock
17/09/26 07:43,SKU_010,Product_Dairy_10,Dairy/Fresh,209,1057,205,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,72,0.99,14,81,In Stock
17/09/26 07:43,SKU_011,Product_Staples_11,Staples,70,1367,63,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,66,1.8,33,84,In Stock
17/09/26 07:43,SKU_012,Product_Snacks & Beverages_12,Snacks & Beverages,150,746,130,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,75,1.58,37,91,In Stock
17/09/26 07:43,SKU_013,Product_Dairy_13,Dairy/Fresh,186,1397,168,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,50,0.89,10,41,In Stock
17/09/26 07:43,SKU_014,Product_Personal Care_14,Personal Care,33,341,33,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,46,1.99,23,37,In Stock
17/09/26 07:43,SKU_015,Product_Dairy_15,Dairy/Fresh,72,997,64,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,50,0.57,10,35,In Stock
17/09/26 07:43,SKU_016,Product_Snacks & Beverages_16,Snacks & Beverages,283,134,268,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,42,1.67,21,31,In Stock
17/09/26 07:43,SKU_017,Product_Personal Care_17,Personal Care,69,1125,59,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,43,1.28,21,29,In Stock
17/09/26 07:43,SKU_018,Product_Snacks & Beverages_18,Snacks & Beverages,73,1229,66,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,28,1.64,14,24,In Stock
17/09/26 07:43,SKU_019,Product_Snacks & Beverages_19,Snacks & Beverages,210,501,188,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,54,1.61,27,28,In Stock
17/09/26 07:43,SKU_020,Product_Staples_20,Staples,181,301,158,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,70,1.15,35,79,In Stock
17/09/26 07:43,SKU_021,Product_Staples_21,Staples,289,915,269,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,39,1.21,19,45,In Stock
17/09/26 07:43,SKU_022,Product_Dairy_22,Dairy/Fresh,234,1375,216,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,110,0.58,22,79,In Stock
17/09/26 07:43,SKU_023,Product_Dairy_23,Dairy/Fresh,232,819,221,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,113,0.62,22,111,In Stock
17/09/26 07:43,SKU_024,Product_Staples_24,Staples,72,891,64,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,36,1.27,18,0,Out of Stock
17/09/26 07:43,SKU_025,Product_Dairy_25,Dairy/Fresh,271,287,240,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,118,0.6,23,43,In Stock
17/09/26 07:43,SKU_026,Product_Snacks & Beverages_26,Snacks & Beverages,60,1280,53,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,50,1.33,25,45,In Stock
17/09/26 07:43,SKU_027,Product_Staples_27,Staples,84,620,74,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,74,1.49,37,44,In Stock
17/09/26 07:43,SKU_028,Product_Staples_28,Staples,155,1186,145,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,76,1.94,38,38,In Stock
17/09/26 07:43,SKU_029,Product_Staples_29,Staples,100,491,91,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,27,1.23,13,25,In Stock
17/09/26 07:43,SKU_030,Product_Staples_30,Staples,280,330,241,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,34,1.39,17,25,In Stock
17/09/26 07:43,SKU_031,Product_Snacks & Beverages_31,Snacks & Beverages,47,234,42,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,50,1.61,25,52,In Stock
17/09/26 07:43,SKU_032,Product_Staples_32,Staples,287,1029,255,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,72,1.76,36,41,In Stock
17/09/26 07:43,SKU_033,Product_Dairy_33,Dairy/Fresh,81,904,77,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,135,0.63,27,137,In Stock
17/09/26 07:43,SKU_034,Product_Staples_34,Staples,233,1060,223,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,65,1.92,32,54,In Stock
17/09/26 07:43,SKU_035,Product_Dairy_35,Dairy/Fresh,150,1128,131,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,78,0.7,15,72,In Stock
17/09/26 07:43,SKU_036,Product_Snacks & Beverages_36,Snacks & Beverages,274,497,274,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,79,1.23,39,0,Out of Stock
17/09/26 07:43,SKU_037,Product_Snacks & Beverages_37,Snacks & Beverages,226,1138,201,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,58,1.02,29,0,Out of Stock
17/09/26 07:43,SKU_038,Product_Dairy_38,Dairy/Fresh,198,963,197,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,118,0.56,23,0,Out of Stock
17/09/26 07:43,SKU_039,Product_Snacks & Beverages_39,Snacks & Beverages,71,1120,65,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,74,1.14,37,58,In Stock
17/09/26 07:43,SKU_040,Product_Snacks & Beverages_40,Snacks & Beverages,241,584,206,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,31,1.71,15,26,In Stock
17/09/26 07:43,SKU_041,Product_Dairy_41,Dairy/Fresh,256,1294,231,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,111,0.89,22,91,In Stock
17/09/26 07:43,SKU_042,Product_Dairy_42,Dairy/Fresh,32,1283,30,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,118,0.9,23,130,In Stock
17/09/26 08:31,SKU_001,Product_Dairy_1,Dairy/Fresh,290,1230,273,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,125,0.58,25,97,In Stock
17/09/26 08:31,SKU_002,Product_Staples_2,Staples,40,221,38,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,49,1.25,24,60,In Stock
17/09/26 08:31,SKU_003,Product_Dairy_3,Dairy/Fresh,107,1496,105,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,139,0.69,27,143,In Stock
17/09/26 08:31,SKU_004,Product_Snacks & Beverages_4,Snacks & Beverages,171,230,161,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,38,1.67,19,21,In Stock
17/09/26 08:31,SKU_005,Product_Dairy_5,Dairy/Fresh,277,443,248,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,97,0.9,19,116,In Stock
17/09/26 08:31,SKU_006,Product_Staples_6,Staples,211,1055,183,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,30,1.44,15,22,In Stock
17/09/26 08:31,SKU_007,Product_Dairy_7,Dairy/Fresh,41,352,38,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,88,0.6,17,26,In Stock
17/09/26 08:31,SKU_008,Product_Snacks & Beverages_8,Snacks & Beverages,68,574,60,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,69,1.4,34,80,In Stock
17/09/26 08:31,SKU_009,Product_Snacks & Beverages_9,Snacks & Beverages,189,799,172,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,26,1.76,13,21,In Stock
17/09/26 08:31,SKU_010,Product_Dairy_10,Dairy/Fresh,209,1057,205,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,143,0.81,28,41,In Stock
17/09/26 08:31,SKU_011,Product_Staples_11,Staples,70,1367,63,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,77,1.41,38,74,In Stock
17/09/26 08:31,SKU_012,Product_Snacks & Beverages_12,Snacks & Beverages,150,746,130,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,53,1.42,26,0,Out of Stock
17/09/26 08:31,SKU_013,Product_Dairy_13,Dairy/Fresh,186,1397,168,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,118,0.89,23,127,In Stock
17/09/26 08:31,SKU_014,Product_Personal Care_14,Personal Care,33,341,33,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,39,1.94,19,50,In Stock
17/09/26 08:31,SKU_015,Product_Dairy_15,Dairy/Fresh,72,997,64,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,83,0.79,16,19,In Stock
17/09/26 08:31,SKU_016,Product_Snacks & Beverages_16,Snacks & Beverages,283,134,268,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,57,1.44,28,29,In Stock
17/09/26 08:31,SKU_017,Product_Personal Care_17,Personal Care,69,1125,59,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,43,1.8,21,0,Out of Stock
17/09/26 08:31,SKU_018,Product_Snacks & Beverages_18,Snacks & Beverages,73,1229,66,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,29,1.61,14,34,In Stock
17/09/26 08:31,SKU_019,Product_Snacks & Beverages_19,Snacks & Beverages,210,501,188,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,51,1.11,25,25,In Stock
17/09/26 08:31,SKU_020,Product_Staples_20,Staples,181,301,158,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,71,1.63,35,0,Out of Stock
17/09/26 08:31,SKU_021,Product_Staples_21,Staples,289,915,269,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,34,1.19,17,27,In Stock
17/09/26 08:31,SKU_022,Product_Dairy_22,Dairy/Fresh,234,1375,216,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,50,0.83,10,10,In Stock
17/09/26 08:31,SKU_023,Product_Dairy_23,Dairy/Fresh,232,819,221,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,118,0.93,23,68,In Stock
17/09/26 08:31,SKU_024,Product_Staples_24,Staples,72,891,64,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,22,1.88,11,37,In Stock
17/09/26 08:31,SKU_025,Product_Dairy_25,Dairy/Fresh,271,287,240,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,65,0.96,13,19,In Stock
17/09/26 08:31,SKU_026,Product_Snacks & Beverages_26,Snacks & Beverages,60,1280,53,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,76,1.28,38,39,In Stock
17/09/26 08:31,SKU_027,Product_Staples_27,Staples,84,620,74,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,59,1.23,29,43,In Stock
17/09/26 08:31,SKU_028,Product_Staples_28,Staples,155,1186,145,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,27,1.87,13,20,In Stock
17/09/26 08:31,SKU_029,Product_Staples_29,Staples,100,491,91,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,59,1.17,29,75,In Stock
17/09/26 08:31,SKU_030,Product_Staples_30,Staples,280,330,241,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,63,1.43,31,56,In Stock
17/09/26 08:31,SKU_031,Product_Snacks & Beverages_31,Snacks & Beverages,47,234,42,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,75,1.19,37,0,Out of Stock
17/09/26 08:31,SKU_032,Product_Staples_32,Staples,287,1029,255,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,42,1.77,21,55,In Stock
17/09/26 08:31,SKU_033,Product_Dairy_33,Dairy/Fresh,81,904,77,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,73,0.86,14,54,In Stock
17/09/26 08:31,SKU_034,Product_Staples_34,Staples,233,1060,223,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,30,1.35,15,35,In Stock
17/09/26 08:31,SKU_035,Product_Dairy_35,Dairy/Fresh,150,1128,131,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,99,0.73,19,75,In Stock
17/09/26 08:31,SKU_036,Product_Snacks & Beverages_36,Snacks & Beverages,274,497,274,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,27,1.85,13,20,In Stock
17/09/26 08:31,SKU_037,Product_Snacks & Beverages_37,Snacks & Beverages,226,1138,201,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,48,1.55,24,66,In Stock
17/09/26 08:31,SKU_038,Product_Dairy_38,Dairy/Fresh,198,963,197,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,82,0.51,16,23,In Stock
17/09/26 08:31,SKU_039,Product_Snacks & Beverages_39,Snacks & Beverages,71,1120,65,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,75,1.9,37,80,In Stock
17/09/26 08:31,SKU_040,Product_Snacks & Beverages_40,Snacks & Beverages,241,584,206,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,79,1.9,39,48,In Stock
17/09/26 08:31,SKU_041,Product_Dairy_41,Dairy/Fresh,256,1294,231,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,92,0.81,18,80,In Stock
17/09/26 08:31,SKU_042,Product_Dairy_42,Dairy/Fresh,32,1283,30,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,61,0.83,12,15,In Stock
17/09/26 09:31,SKU_001,Product_Dairy_1,Dairy/Fresh,290,1230,273,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,116,0.92,23,70,In Stock
17/09/26 09:31,SKU_002,Product_Staples_2,Staples,40,221,38,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,68,1.38,34,85,In Stock
17/09/26 09:31,SKU_003,Product_Dairy_3,Dairy/Fresh,107,1496,105,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,82,0.56,16,53,In Stock
17/09/26 09:31,SKU_004,Product_Snacks & Beverages_4,Snacks & Beverages,171,230,161,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,32,1.27,16,45,In Stock
17/09/26 09:31,SKU_005,Product_Dairy_5,Dairy/Fresh,277,443,248,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,123,0.58,24,128,In Stock
17/09/26 09:31,SKU_006,Product_Staples_6,Staples,211,1055,183,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,55,1.3,27,49,In Stock
17/09/26 09:31,SKU_007,Product_Dairy_7,Dairy/Fresh,41,352,38,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,93,0.92,18,22,In Stock
17/09/26 09:31,SKU_008,Product_Snacks & Beverages_8,Snacks & Beverages,68,574,60,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,45,1.44,22,42,In Stock
17/09/26 09:31,SKU_009,Product_Snacks & Beverages_9,Snacks & Beverages,189,799,172,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,41,1.73,20,25,In Stock
17/09/26 09:31,SKU_010,Product_Dairy_10,Dairy/Fresh,209,1057,205,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,61,0.55,12,35,In Stock
17/09/26 09:31,SKU_011,Product_Staples_11,Staples,70,1367,63,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,50,1.67,25,46,In Stock
17/09/26 09:31,SKU_012,Product_Snacks & Beverages_12,Snacks & Beverages,150,746,130,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,37,1.2,18,30,In Stock
17/09/26 09:31,SKU_013,Product_Dairy_13,Dairy/Fresh,186,1397,168,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,51,0.68,10,26,In Stock
17/09/26 09:31,SKU_014,Product_Personal Care_14,Personal Care,33,341,33,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,43,1.26,21,0,Out of Stock
17/09/26 09:31,SKU_015,Product_Dairy_15,Dairy/Fresh,72,997,64,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,136,0.53,27,52,In Stock
17/09/26 09:31,SKU_016,Product_Snacks & Beverages_16,Snacks & Beverages,283,134,268,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,42,1.09,21,23,In Stock
17/09/26 09:31,SKU_017,Product_Personal Care_17,Personal Care,69,1125,59,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,41,1.56,20,21,In Stock
17/09/26 09:31,SKU_018,Product_Snacks & Beverages_18,Snacks & Beverages,73,1229,66,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,21,1.11,10,37,In Stock
17/09/26 09:31,SKU_019,Product_Snacks & Beverages_19,Snacks & Beverages,210,501,188,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,50,1.14,25,26,In Stock
17/09/26 09:31,SKU_020,Product_Staples_20,Staples,181,301,158,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,74,1.3,37,58,In Stock
17/09/26 09:31,SKU_021,Product_Staples_21,Staples,289,915,269,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,30,1.28,15,21,In Stock
17/09/26 09:31,SKU_022,Product_Dairy_22,Dairy/Fresh,234,1375,216,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,139,0.6,27,30,In Stock
17/09/26 09:31,SKU_023,Product_Dairy_23,Dairy/Fresh,232,819,221,"BD Mall, Manjit Nagar (Near Thapar Uni)",Patiala,147004,83,0.91,16,53,In Stock
